,source,author,title,description,url,urlToImage,publishedAt,content
613,"{'id': 'reuters', 'name': 'Reuters'}",Eliana Raszewski,"'Down to zero': Argentine farms, hotels and theaters sideswiped as coronavirus spreads","Argentina's recession- and debt-wracked economy was ill prepared for the closed borders and long-distance travel ban prompted by the coronavirus pandemic, which has slammed businesses like that of local hotelier Patricia Durán.",https://www.reuters.com/article/us-health-coronavirus-argentina-economy-idUSKBN2161FY,https://s3.reutersmedia.net/resources/r/?m=02&d=20200319&t=2&i=1505345922&w=1200&r=LYNXMPEG2I0R6,2020-03-19T11:57:15Z,"BUENOS AIRES (Reuters) - Argentina’s recession- and debt-wracked economy was ill prepared for the closed borders and long-distance travel ban prompted by the coronavirus pandemic, which has slammed businesses like that of local hotelier Patricia Durán. 
Book… [+3259 chars]"
614,"{'id': 'reuters', 'name': 'Reuters'}",Kevin Yao,"Exclusive: China to ramp up spending to revive economy, could cut growth target - sources","China is set to unleash trillions of yuan of fiscal stimulus to revive an economy expected to shrink for the first time in four decades amid the coronavirus pandemic, while a planned growth target is likely to be cut, according to four policy sources.",https://www.reuters.com/article/us-china-economy-stimulus-exclusive-idUSKBN2161NW,https://s3.reutersmedia.net/resources/r/?m=02&d=20200319&t=2&i=1505340854&w=1200&r=LYNXMPEG2I0WL,2020-03-19T11:43:23Z,"BEIJING (Reuters) - China is set to unleash trillions of yuan of fiscal stimulus to revive an economy expected to shrink for the first time in four decades amid the coronavirus pandemic, while a planned growth target is likely to be cut, according to four pol… [+4656 chars]"
615,"{'id': 'reuters', 'name': 'Reuters'}",Marius Zaharia,World leaders rush in to shore up panic-hit global financial system,"World leaders raced to shore up panic-stricken global markets on Thursday, pouring liquidity into the financial system as investors everywhere dumped assets, switching to dollars in cash amid the escalating coronavirus pandemic.",https://www.reuters.com/article/us-health-coronavirus-idUSKBN2160ZP,https://s2.reutersmedia.net/resources/r/?m=02&d=20200319&t=2&i=1505256426&w=1200&r=LYNXMPEG2I0IH,2020-03-19T07:54:04Z,"HONG KONG (Reuters) - World leaders raced to shore up panic-stricken global markets on Thursday, pouring liquidity into the financial system as investors everywhere dumped assets, switching to dollars in cash amid the escalating coronavirus pandemic. 
Policy… [+5458 chars]"
616,"{'id': 'reuters', 'name': 'Reuters'}",Jeff Mason,"Exclusive: Trump cancels G7 at Camp David over coronavirus, to hold video-conference instead","President Donald Trump will cancel an in-person meeting of G7 leaders at Camp David in June because of the coronavirus and will hold a video-conference instead, the White House said on Thursday.",https://www.reuters.com/article/us-health-coronavirus-g7-exclusive-idUSKBN21642Y,https://s4.reutersmedia.net/resources/r/?m=02&d=20200319&t=2&i=1505581466&w=1200&r=LYNXMPEG2I2C8,2020-03-19T22:33:51Z,"WASHINGTON (Reuters) - President Donald Trump will cancel an in-person meeting of G7 leaders at Camp David in June because of the coronavirus and will hold a video-conference instead, the White House said on Thursday. 
The decision comes as nations around th… [+2015 chars]"
617,"{'id': 'reuters', 'name': 'Reuters'}",Phil Stewart,From a trickle to a steady flow: Coronavirus caseload tests U.S. military,"It is not even 10 a.m. and Navy nurse Lieutenant Gretta Walker has already sent at least eight people for coronavirus screening at Fort Belvoir, Virginia.",https://www.reuters.com/article/us-health-coronavirus-usa-pentagon-idUSKBN2161FB,https://s4.reutersmedia.net/resources/r/?m=02&d=20200319&t=2&i=1505324307&w=1200&r=LYNXMPEG2I0XX,2020-03-19T11:01:48Z,"FORT BELVOIR, Va. (Reuters) - It is not even 10 a.m. and Navy nurse Lieutenant Gretta Walker has already sent at least eight people for coronavirus screening at Fort Belvoir, Virginia. 
Her colleague, Samantha Smith, a civilian nurse at the base hospital, sa… [+4560 chars]"
618,"{'id': None, 'name': 'Cnet.com'}",Jackson Ryan,Coronavirus updates: Wuhan reports first day with zero new cases - CNET,"Plus, Trump invokes the Defense Production Act, which lets him speed up the production of medical supplies, and the UK is shutting all schools.",https://www.cnet.com/news/coronavirus-updates-wuhan-reports-first-day-with-zero-new-cases/,https://cnet3.cbsistatic.com/img/iobfVlsYRwJt_vlp0AnD8dsmu4Y=/756x567/2020/03/18/5279c319-7e90-4283-8ea7-6f571b55df8e/gettyimages-1207608788.jpg,2020-03-19T16:43:00Z,"Health workers screen a patient for coronavirus on March 18 at a drive-through testing site in Arlington, Virginia.
Drew Angerer/Getty Images
For the most up-to-date news and information about the coronavirus pandemic, visit the WHO website.
COVID-19, the … [+70167 chars]"
619,"{'id': None, 'name': 'Cnet.com'}",Jackson Ryan,"Coronavirus updates: Wuhan reports first day with no new cases, Italy's death toll surpasses China's - CNET","Plus, the UK is shutting all schools and Prince Albert II of Monaco tests positive.",https://www.cnet.com/news/coronavirus-updates-wuhan-reports-first-day-with-no-new-cases-italys-death-toll-surpasses-china/,https://cnet3.cbsistatic.com/img/iobfVlsYRwJt_vlp0AnD8dsmu4Y=/756x567/2020/03/18/5279c319-7e90-4283-8ea7-6f571b55df8e/gettyimages-1207608788.jpg,2020-03-19T18:25:00Z,"Health workers screen a patient for coronavirus on March 18 at a drive-through testing site in Arlington, Virginia.
Drew Angerer/Getty Images
For the most up-to-date news and information about the coronavirus pandemic, visit the WHO website.
COVID-19, the … [+71717 chars]"
620,"{'id': None, 'name': 'Cnet.com'}",Andrew Gebhart,Best fantasy board games for 2020 - CNET,Step into a wide variety of otherworldly tabletop games for some much-needed escapism.,https://www.cnet.com/news/best-fantasy-board-games-for-2020/,https://cnet1.cbsistatic.com/img/5JgbBtDn50QKDQ6Ru0oy2oVmIyc=/756x567/2020/03/18/d1d7d10c-2578-43bf-a1b5-cb173dcdeefa/img-2088.jpg,2020-03-19T11:00:11Z,"Lots of us will be stuck at home over the next few weeks due to the coronavirus. After just a few days, I'm already starting to feel stir-crazy, so an adventure in a far-off world sounds perfect. These fantasy board games offer a great means of escape, for yo… [+8531 chars]"
621,"{'id': 'business-insider', 'name': 'Business Insider'}","bwinck@businessinsider.com (Ben Winck), Ben Winck",The worst global recession since World War II: Deutsche Bank just unveiled a bleak new forecast as coronavirus rocks economies worldwide,"Evan Agostini/Invision/AP Deutsche Bank sees the world plunging into a coronavirus-fueled recession in the first half of 2020 before a soaring recovery throughout the rest of the year. Quarterly GDP declines seen in the first and second quarters will ""substan…",https://www.businessinsider.com/coronavirus-recession-worst-wwii-economic-recovery-global-deutsche-bank-2020-3,https://images.markets.businessinsider.com/image/5e73590ec4854010487edc34-2000/grand-central-station-coronavirus.jpg,2020-03-19T12:49:09Z,"Evan Agostini/Invision/AP
<ul><li>Deutsche Bank sees the world plunging into a coronavirus-fueled recession in the first half of 2020 before a soaring recovery throughout the rest of the year.</li><li>Quarterly GDP declines seen in the first and second quart… [+3952 chars]"
622,"{'id': None, 'name': 'Npr.org'}",Chris Arnold,Homeowners Hurt Financially By The Coronavirus May Get A Mortgage Break,The federal government is telling lenders to lower or suspend mortgage payments up to 12 months for homeowners who have lost income due to the coronavirus outbreak.,https://www.npr.org/2020/03/19/818343720/homeowners-hurt-financially-by-the-coronavirus-may-get-a-mortgage-break,https://media.npr.org/assets/img/2020/03/19/rts21a1c_wide-d29c7c28b6d7a15530593b14d261fdae07aa4245.jpg?s=1400,2020-03-19T18:03:34Z,"The federal government is telling lenders to lower or suspend mortgage payments for homeowners who have lost income due to the coronavirus outbreak.
Mike Segar/Reuters
Homeowners who have lost income or their jobs because of the coronavirus outbreak may soo… [+3523 chars]"
623,"{'id': 'business-insider', 'name': 'Business Insider'}",Carmen Reinicke,Bank of America says coronavirus has already pushed the US into recession,"Bank of America believes the US economy has fallen into a recession amid the coronavirus pandemic, according to a Thursday note. US GDP will collapse in the second quarter, falling 12% on a seasonally adjusted annual rate basis — the biggest quarterly decline…",https://www.businessinsider.com/coronavirus-recession-already-hit-us-economy-pandemic-bank-america-gdp-2020-3,https://i.insider.com/5d121bcbe3ecba009873492b?width=1200&format=jpeg,2020-03-19T13:06:03Z,"<ul><li>Bank of America believes the US economy has fallen into a recession amid the coronavirus pandemic, according to a Thursday note. </li><li>US GDP will collapse in the second quarter, falling 12% on a seasonally adjusted annual rate basis — the biggest … [+3612 chars]"
624,"{'id': 'business-insider', 'name': 'Business Insider'}",Joseph Zeballos-Roig,"A Republican senator just called for a 60-day national moratorium on housing and utility payments for people earning below $75,000","Sen. Rick Scott of Florida called for a two-month moratorium on housing and utility payments during the coronavirus crisis. ""The people that need help the most are small businesses, hourly workers, people who rely on tips, and gig economy workers like Uber an…",https://www.businessinsider.com/gop-senator-moratorium-housing-utility-payments-coronavirus-republican-calls-scott-2020-3,https://images.markets.businessinsider.com/image/5aa2f18b6c640520008b4651-2000/rtx4y21m.jpg,2020-03-19T16:00:06Z,"Reuters/Colin Hackley
<ul><li>Sen. Rick Scott of Florida called for a two-month moratorium on housing and utility payments during the coronavirus crisis.</li><li>""The people that need help the most are small businesses, hourly workers, people who rely on tip… [+2766 chars]"
625,"{'id': 'business-insider', 'name': 'Business Insider'}",Rachel Premack,"A Kentucky gas station is hawking gas for just 99 cents a gallon, and it shows just how much the coronavirus is slamming the oil market","One gas station in London, Kentucky, is selling gas for just 99 cents a gallon, according to fuel price tracking company GasBuddy. The coronavirus has slashed the global price of oil to $20 a barrel — the lowest price since 2002. Patrick DeHaan, head of petro…",https://www.businessinsider.com/coronavirus-plummeting-oil-demand-sinks-gas-prices-to-99-cents-2020-3,https://i.insider.com/5e73b5b30c2a6209e25a1056?width=1200&format=jpeg,2020-03-19T18:49:44Z,"As the coronavirus slashes oil demand worldwide, one gas station in London, Kentucky, is selling gas for 99 cents a gallon. That's according to fuel price tracking company GasBuddy. 
""Absolutely amazing to see how quickly prices have fallen, and the return o… [+2052 chars]"
626,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,10 things you need to know before the opening bell,"Here's what you need to know before the markets open. 1. 'Race to the bottom': Stocks drop, dollar soars as coronavirus fears overpower stimulus efforts. ""Despite heavy losses, we do not rule out the possibility of a deeper bear market,"" one analyst said. 2. …",https://www.businessinsider.com/opening-bell-march-19-2020-3,https://i.insider.com/5e7355d7c48540270d4f62b3?width=1200&format=jpeg,2020-03-19T11:51:25Z,"Here's what you need to know before the markets open.
1. 'Race to the bottom': Stocks tumble, dollar soars as coronavirus fears overpower stimulus efforts. ""Despite heavy losses, we do not rule out the possibility of a deeper bear market,"" one analyst said.… [+1949 chars]"
627,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,10 things you need to know before the opening bell,"Here's what you need to know before the markets open. 1. 'Race to the bottom': Stocks tumble, dollar soars as coronavirus fears overpower stimulus efforts. ""Despite heavy losses, we do not rule out the possibility of a deeper bear market,"" one analyst said. 2…",https://markets.businessinsider.com/news/stocks/opening-bell-march-19-2020-3-1029012452,https://images.markets.businessinsider.com/image/5e7355d7c48540270d4f62b3-2000/worried-trader.jpeg,2020-03-19T11:51:25Z,"Don Emmert /AFP/GettyImages
Here's what you need to know before the markets open.
1. 'Race to the bottom': Stocks tumble, dollar soars as coronavirus fears overpower stimulus efforts. ""Despite heavy losses, we do not rule out the possibility of a deeper bea… [+1978 chars]"
